Individual name,Song name,Syllable Number,Element Number,Peak frequency Mean,Peak frequency Variance,Peak frequency Maximum,Peak frequency Minimum
Amazona-auropalliata-664,Amazona-auropalliata-664.wav,1,1,868.6296,69811.04,1679.59,473.7305
Amazona-auropalliata-664,Amazona-auropalliata-664.wav,2,2,523.5029,28159.59,882.8613,301.4648
Amazona-auropalliata-664,Amazona-auropalliata-664.wav,3,3,430.2276,2154.18,559.8633,322.998
Amazona-auropalliata-664,Amazona-auropalliata-664.wav,4,4,415.86,651.3032,452.1973,344.5313
Amazona-auropalliata-664,Amazona-auropalliata-664.wav,5,5,435.2381,21613.81,775.1953,129.1992
Amazona-auropalliata-664,Amazona-auropalliata-664.wav,6,6,871.7147,10591.76,1098.193,667.5293
Amazona-auropalliata-664,Amazona-auropalliata-664.wav,7,7,603.4344,13906.47,796.7285,387.5977
Amazona-auropalliata-664,Amazona-auropalliata-664.wav,8,8,408.5857,1093.505,452.1973,344.5313
Amazona-auropalliata-664,Amazona-auropalliata-664.wav,9,9,413.7043,268.6963,452.1973,387.5977
Amazona-auropalliata-664,Amazona-auropalliata-664.wav,10,10,846.3661,2819.614,1033.594,689.0625
Amazona-auropalliata-664,Amazona-auropalliata-664.wav,11,11,712.0103,6847.475,861.3281,473.7305
Amazona-auropalliata-664,Amazona-auropalliata-664.wav,12,12,843.1653,7047.038,1205.859,689.0625
Amazona-auropalliata-664,Amazona-auropalliata-664.wav,13,13,796.4893,828.3122,839.7949,710.5957
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,1,1,1094.07,227706.7,2196.387,516.7969
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,2,2,1360.104,259293.3,2196.387,904.3945
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,3,3,1360.848,196332.1,2196.387,689.0625
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,4,4,1268.974,381472.4,2325.586,559.8633
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,5,5,1510.575,247178.7,2282.52,990.5273
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,6,6,1619.454,250730.6,2325.586,904.3945
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,7,7,1378.125,233096.6,2239.453,775.1953
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,8,8,1068.228,111995,1981.055,732.1289
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,9,9,696.0462,43815.85,1205.859,495.2637
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,10,10,468.2905,10644.57,624.4629,215.332
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,11,11,487.3682,13611.2,667.5293,215.332
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,12,12,544.1073,4475.066,667.5293,452.1973
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,13,13,458.9443,3031.879,624.4629,322.998
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,14,14,637.8074,16458.83,925.9277,495.2637
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,15,15,466.1378,7861.013,1119.727,215.332
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,16,16,536.0288,10559.41,882.8613,430.6641
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,17,17,505.0364,5004.22,753.6621,387.5977
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,18,18,536.3336,8496.766,839.7949,430.6641
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,19,19,476.4013,4115.206,645.9961,430.6641
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,21,20,531.82,3897.88,689.0625,473.7305
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,21,21,1558.673,415538.7,2196.387,452.1973
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,22,22,510.5164,5155.188,667.5293,430.6641
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,23,23,677.9486,49024.41,1356.592,387.5977
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,24,24,1317.55,538542.2,2239.453,495.2637
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,25,25,458.5087,374.3372,495.2637,430.6641
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,26,26,414.7657,6389.463,516.7969,193.7988
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,27,27,577.5398,15440.86,947.4609,430.6641
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,28,28,485.7943,20780.95,1184.326,215.332
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,29,29,1287.235,541406.7,2174.854,495.2637
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,30,30,490.5825,7863.852,710.5957,322.998
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,32,31,672.0626,53840.83,1378.125,495.2637
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,32,32,1990.723,90592.44,2153.32,990.5273
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,33,33,469.2972,1701.731,538.3301,387.5977
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,34,34,546.405,18942.3,904.3945,215.332
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,35,35,1769.312,223401.5,2196.387,645.9961
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,36,36,472.7453,4217.89,710.5957,366.0645
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,37,37,1725.647,283762.4,2282.52,645.9961
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,39,38,511.0547,2356.775,602.9297,430.6641
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,39,39,1987.58,113750.7,2239.453,645.9961
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,40,40,472.3299,4171.132,753.6621,409.1309
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,41,41,569.5313,9448.639,882.8613,495.2637
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,42,42,486.2336,6756.835,667.5293,215.332
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,44,43,687.7374,39497.86,1291.992,495.2637
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,44,44,1810.225,183520.4,2239.453,516.7969
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,45,45,454.7073,5480.527,602.9297,279.9316
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,46,46,806.7347,330642.7,2196.387,344.5313
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,47,47,861.0149,378304.3,2174.854,387.5977
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,48,48,605.3223,40667.32,1205.859,366.0645
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,49,49,479.0039,6819.203,753.6621,301.4648
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,50,50,713.3301,54347.53,1356.592,495.2637
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,51,51,478.8446,6161.898,925.9277,366.0645
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,52,52,612.0928,10417.55,947.4609,495.2637
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,53,53,524.5163,3482.187,667.5293,452.1973
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,54,54,881.9214,427439,2282.52,430.6641
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,55,55,428.9181,6063.332,538.3301,236.8652
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,56,56,692.9455,67596.77,1335.059,387.5977
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,57,57,497.9894,6035.115,925.9277,387.5977
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,58,58,585.3116,36769.58,1055.127,387.5977
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,59,59,436.6578,3513.741,581.3965,366.0645
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,60,60,703.8666,37725.43,1313.525,538.3301
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,61,61,508.4229,10115.97,1098.193,344.5313
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,62,62,585.1091,35860.07,1033.594,236.8652
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,63,63,513.526,6262.188,882.8613,430.6641
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,64,64,635.406,36346.59,1119.727,322.998
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,65,65,485.9775,13109.12,1076.66,366.0645
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,66,66,705.6265,53537.07,1270.459,495.2637
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,67,67,540.4834,36296.43,1701.123,366.0645
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,68,68,759.1192,265376.1,2153.32,301.4648
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,69,69,792.1199,256908.3,2002.588,344.5313
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,70,70,571.1594,54105.24,1162.793,279.9316
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,71,71,803.8003,342939.9,2217.92,366.0645
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,72,72,658.1519,8522.888,1098.193,559.8633
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,73,73,590.7032,31541.88,1636.523,430.6641
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,74,74,600.5371,70230.95,1313.525,301.4648
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,75,75,681.167,43601,1076.66,452.1973
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,76,76,518.2955,6071.598,968.9941,409.1309
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,77,77,664.5071,22528.81,1205.859,538.3301
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,78,78,495.4977,2542.535,602.9297,409.1309
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,79,79,613.6963,2227.064,710.5957,559.8633
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,80,80,474.473,4362.057,689.0625,236.8652
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,81,81,1838.074,143187.1,2196.387,1033.594
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,82,82,499.3329,7019.452,753.6621,409.1309
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,84,83,754.3567,68213.51,1313.525,516.7969
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,84,84,1630.371,390080,2110.254,430.6641
Amazona-ochrocephala,Amazona-ochrocephala-12092.wav,85,85,496.2853,7915.462,710.5957,344.5313
Anodorhynchus-hyacinthinus-52745,Anodorhynchus-hyacinthinus-52745.wav,1,1,624.4629,574.5586,667.5293,581.3965
Anodorhynchus-hyacinthinus-52745,Anodorhynchus-hyacinthinus-52745.wav,2,2,782.1297,8202.608,1012.061,645.9961
Anodorhynchus-hyacinthinus-52745,Anodorhynchus-hyacinthinus-52745.wav,3,3,638.3057,399.9867,667.5293,602.9297
Anodorhynchus-hyacinthinus-52745,Anodorhynchus-hyacinthinus-52745.wav,4,4,772.1907,697.3155,818.2617,710.5957
Anodorhynchus-hyacinthinus-52745,Anodorhynchus-hyacinthinus-52745.wav,5,5,675.5352,5143.932,796.7285,495.2637
Anodorhynchus-hyacinthinus-52745,Anodorhynchus-hyacinthinus-52745.wav,6,6,353.0982,4930.517,473.7305,172.2656
Ara-macao-717.wav,Ara-macao-717.wav,1,1,647.6061,21379.1,1076.66,86.13281
Ara-macao-717.wav,Ara-macao-717.wav,2,2,1017.72,3962.533,1335.059,775.1953
Ara-macao-717.wav,Ara-macao-717.wav,3,3,1005.799,9807.066,1421.191,818.2617
Ara-macao-717.wav,Ara-macao-717.wav,4,4,864.3328,12646.57,1033.594,516.7969
Ara-macao-717.wav,Ara-macao-717.wav,5,5,895.3645,5542.078,990.5273,689.0625
Ara-macao-717.wav,Ara-macao-717.wav,6,6,1069.411,16523.03,1378.125,645.9961
Ara-macao-717.wav,Ara-macao-717.wav,7,7,719.2733,8206.549,990.5273,344.5313
Ara-macao-717.wav,Ara-macao-717.wav,8,8,977.3203,4710.643,1205.859,818.2617
Ara-macao-717.wav,Ara-macao-717.wav,9,9,951.2292,1746.426,1033.594,861.3281
Ara-macao-717.wav,Ara-macao-717.wav,10,10,795.0195,5972.506,904.3945,689.0625
Ara-macao-717.wav,Ara-macao-717.wav,11,11,998.8835,4397.968,1335.059,861.3281
Ara-macao-717.wav,Ara-macao-717.wav,12,12,947.4609,1854.715,1033.594,904.3945
Bolborhynchus-lineola-97675,Bolborhynchus-lineola-97675.wav,1,1,1178.125,38449.62,1500,843.75
Bolborhynchus-lineola-97675,Bolborhynchus-lineola-97675.wav,2,2,1630.894,113655.2,2156.25,867.1875
Bolborhynchus-lineola-97675,Bolborhynchus-lineola-97675.wav,3,3,1373.766,103866.9,2273.438,656.25
Bolborhynchus-lineola-97675,Bolborhynchus-lineola-97675.wav,4,4,1737.942,72043.87,2320.313,1382.813
Bolborhynchus-lineola-97675,Bolborhynchus-lineola-97675.wav,5,5,1673.921,355098.8,2906.25,937.5
Bolborhynchus-lineola-97675,Bolborhynchus-lineola-97675.wav,6,6,1601.563,113989,2132.813,750
Bolborhynchus-lineola-97675,Bolborhynchus-lineola-97675.wav,7,7,1173.371,41017.32,1570.313,984.375
Bolborhynchus-lineola-97675,Bolborhynchus-lineola-97675.wav,8,8,1655.134,3926.304,1757.813,1570.313
Bolborhynchus-lineola-97675,Bolborhynchus-lineola-97675.wav,9,9,2238.999,18976.64,2414.063,1546.875
Bolborhynchus-lineola-97675,Bolborhynchus-lineola-97675.wav,10,10,1052.837,24329.72,1710.938,890.625
Bolborhynchus-lineola-97675,Bolborhynchus-lineola-97675.wav,11,11,1233.173,179858.9,1804.688,750
Bolborhynchus-lineola-97675,Bolborhynchus-lineola-97675.wav,12,12,1148.438,34740.55,1453.125,937.5
Bolborhynchus-lineola-97675,Bolborhynchus-lineola-97675.wav,13,13,1617.307,128616.1,2156.25,703.125
Bolborhynchus-lineola-97675,Bolborhynchus-lineola-97675.wav,14,14,1195.801,48865.54,1570.313,937.5
Bolborhynchus-lineola-97675,Bolborhynchus-lineola-97675.wav,15,15,1657.5,6981.812,1734.375,1476.563
Bolborhynchus-lineola-97675,Bolborhynchus-lineola-97675.wav,16,16,2346.608,14562.24,2460.938,2039.063
Bolborhynchus-lineola-97675,Bolborhynchus-lineola-97675.wav,17,17,1073.057,71598.36,1898.438,843.75
Bolborhynchus-lineola-97675,Bolborhynchus-lineola-97675.wav,18,18,1106.836,36099.6,1593.75,867.1875
Bolborhynchus-lineola-97675,Bolborhynchus-lineola-97675.wav,19,19,2009.766,82829.07,2601.563,1734.375
Bolborhynchus-lineola-97675,Bolborhynchus-lineola-97675.wav,20,20,1629.132,49790.41,1828.125,1007.813
Bolborhynchus-lineola-97675,Bolborhynchus-lineola-97675.wav,21,21,1508.732,86249.05,1968.75,679.6875
Bolborhynchus-lineola-97675,Bolborhynchus-lineola-97675.wav,22,22,1142.361,68533.65,1757.813,843.75
Bolborhynchus-lineola-97675,Bolborhynchus-lineola-97675.wav,23,23,1482.955,1265.092,1546.875,1429.688
Bolborhynchus-lineola-97675,Bolborhynchus-lineola-97675.wav,24,24,2105.769,12998,2226.563,1757.813
Bolborhynchus-lineola-97675,Bolborhynchus-lineola-97675.wav,25,25,1683.984,11071.16,1875,1359.375
Bolborhynchus-lineola-97675,Bolborhynchus-lineola-97675.wav,26,26,2143.466,36659.14,2484.375,1968.75
Bolborhynchus-lineola-97675,Bolborhynchus-lineola-97675.wav,27,27,2258.152,27596.09,2812.5,2132.813
Bolborhynchus-lineola-97675,Bolborhynchus-lineola-97675.wav,28,28,1484.747,2377.277,1546.875,1406.25
Bolborhynchus-lineola-97675,Bolborhynchus-lineola-97675.wav,29,29,2022.017,13716.26,2203.125,1851.563
Bolborhynchus-lineola-97675,Bolborhynchus-lineola-97675.wav,30,30,1623.162,21207.82,1921.875,1312.5
Cyanoliseus-patagonus-2490,Cyanoliseus-patagonus-2490.wav,1,1,871.5127,53985.12,1248.926,473.7305
Cyanoliseus-patagonus-2490,Cyanoliseus-patagonus-2490.wav,2,2,944.3506,12579.54,1119.727,602.9297
Cyanoliseus-patagonus-2490,Cyanoliseus-patagonus-2490.wav,3,3,883.3507,15303.81,1033.594,602.9297
Cyanoliseus-patagonus-2490,Cyanoliseus-patagonus-2490.wav,4,4,929.536,14887.63,1162.793,645.9961
Cyanoliseus-patagonus-2490,Cyanoliseus-patagonus-2490.wav,5,5,908.1945,9632.189,1119.727,645.9961
Cyanoliseus-patagonus-2490,Cyanoliseus-patagonus-2490.wav,6,6,877.1435,17484.17,1076.66,559.8633
Cyanoliseus-patagonus-2490,Cyanoliseus-patagonus-2490.wav,7,7,844.5549,11787.54,990.5273,516.7969
Cyanoliseus-patagonus-2490,Cyanoliseus-patagonus-2490.wav,8,8,819.893,3551.01,947.4609,689.0625
Cyanoliseus-patagonus-2490,Cyanoliseus-patagonus-2490.wav,9,9,937.6172,6617.892,1119.727,732.1289
Cyanoliseus-patagonus-2490,Cyanoliseus-patagonus-2490.wav,10,10,843.1949,9553.794,1033.594,516.7969
Cyanoliseus-patagonus-2490,Cyanoliseus-patagonus-2490.wav,11,11,930.8746,18636.07,1119.727,602.9297
Cyanoliseus-patagonus-2490,Cyanoliseus-patagonus-2490.wav,12,12,878.6063,8895.033,1033.594,602.9297
Cyanoliseus-patagonus-2490,Cyanoliseus-patagonus-2490.wav,13,13,903.1848,7867.97,1076.66,645.9961
Cyanoliseus-patagonus-2490,Cyanoliseus-patagonus-2490.wav,14,14,833.26,10957.86,1033.594,516.7969
Cyanoliseus-patagonus-2490,Cyanoliseus-patagonus-2490.wav,15,15,922.5278,8211.996,1119.727,559.8633
Cyanoliseus-patagonus-2490,Cyanoliseus-patagonus-2490.wav,16,16,885.8713,12006.44,1076.66,602.9297
Cyanoliseus-patagonus-2490,Cyanoliseus-patagonus-2490.wav,17,17,972.35,7680.278,1119.727,732.1289
Cyanoliseus-patagonus-2490,Cyanoliseus-patagonus-2490.wav,18,18,889.4046,11922.44,1033.594,473.7305
Cyanoliseus-patagonus-2490,Cyanoliseus-patagonus-2490.wav,19,19,912.6313,7157.021,1033.594,559.8633
Cyanoliseus-patagonus-2490,Cyanoliseus-patagonus-2490.wav,20,20,922.1278,8767.959,1076.66,559.8633
Cyanoliseus-patagonus-2490,Cyanoliseus-patagonus-2490.wav,21,21,871.7617,8010.962,1033.594,559.8633
Cyanoliseus-patagonus-2490,Cyanoliseus-patagonus-2490.wav,22,22,920.1427,4923.81,1033.594,732.1289
Cyanoliseus-patagonus-2490.wav,Cyanoliseus-patagonus-2490.wav,1,1,797.5785,58342.97,1507.324,559.8633
Cyanoliseus-patagonus-2490.wav,Cyanoliseus-patagonus-2490.wav,2,2,967.5898,12200.63,1162.793,602.9297
Cyanoliseus-patagonus-2490.wav,Cyanoliseus-patagonus-2490.wav,3,3,960.0421,7469.253,1119.727,645.9961
Cyanoliseus-patagonus-2490.wav,Cyanoliseus-patagonus-2490.wav,4,4,946.7511,8678.741,1119.727,645.9961
Cyanoliseus-patagonus-2490.wav,Cyanoliseus-patagonus-2490.wav,5,5,935.8576,10548.59,1076.66,602.9297
Cyanoliseus-patagonus-2490.wav,Cyanoliseus-patagonus-2490.wav,6,6,901.4937,19263.19,1076.66,559.8633
Cyanoliseus-patagonus-2490.wav,Cyanoliseus-patagonus-2490.wav,7,7,836.9673,13864.67,1033.594,516.7969
Cyanoliseus-patagonus-2490.wav,Cyanoliseus-patagonus-2490.wav,8,8,773.5658,6861.793,1033.594,559.8633
Cyanoliseus-patagonus-2490.wav,Cyanoliseus-patagonus-2490.wav,9,9,927.1512,6590.683,1076.66,689.0625
Cyanoliseus-patagonus-2490.wav,Cyanoliseus-patagonus-2490.wav,10,10,836.0823,14153.8,1033.594,516.7969
Cyanoliseus-patagonus-2490.wav,Cyanoliseus-patagonus-2490.wav,11,11,952.3746,14976.33,1119.727,602.9297
Cyanoliseus-patagonus-2490.wav,Cyanoliseus-patagonus-2490.wav,12,12,872.4512,9730.172,1033.594,344.5313
Cyanoliseus-patagonus-2490.wav,Cyanoliseus-patagonus-2490.wav,13,13,916.3123,6735.949,1076.66,689.0625
Cyanoliseus-patagonus-2490.wav,Cyanoliseus-patagonus-2490.wav,14,14,929.3401,5774.086,1033.594,645.9961
Cyanoliseus-patagonus-2490.wav,Cyanoliseus-patagonus-2490.wav,15,15,938.7628,10271.81,1119.727,645.9961
Cyanoliseus-patagonus-2490.wav,Cyanoliseus-patagonus-2490.wav,16,16,903.4157,6765.784,990.5273,516.7969
Cyanoliseus-patagonus-2490.wav,Cyanoliseus-patagonus-2490.wav,17,17,904.6099,11976.38,1076.66,473.7305
Cyanoliseus-patagonus-2490.wav,Cyanoliseus-patagonus-2490.wav,18,18,836.8775,12429.47,904.3945,559.8633
Cyanoliseus-patagonus-2490.wav,Cyanoliseus-patagonus-2490.wav,19,19,877.9291,11549.27,990.5273,473.7305
Cyanoliseus-patagonus-2490.wav,Cyanoliseus-patagonus-2490.wav,20,20,890.4219,19485.4,1076.66,344.5313
Cyanoliseus-patagonus-2490.wav,Cyanoliseus-patagonus-2490.wav,21,21,954.5247,7161.523,1162.793,732.1289
Cyanoliseus-patagonus-2490.wav,Cyanoliseus-patagonus-2490.wav,22,22,898.9842,7342.605,990.5273,602.9297
Cyanoliseus-patagonus-2490.wav,Cyanoliseus-patagonus-2490.wav,23,23,895.8876,4650.371,947.4609,645.9961
Forpus -Spengeli,Forpus-spengeli-165598.wav,1,1,4610.742,1739636,5953.125,1875
Forpus -Spengeli,Forpus-spengeli-165598.wav,2,2,4371.875,74393.86,4781.25,3656.25
Forpus -Spengeli,Forpus-spengeli-165598.wav,3,3,5091.797,62111.99,5343.75,4546.875
Forpus -Spengeli,Forpus-spengeli-165598.wav,4,4,4802.377,1625398,5765.625,1640.625
Forpus -Spengeli,Forpus-spengeli-165598.wav,5,5,1750,585.9375,1781.25,1734.375
Forpus -Spengeli,Forpus-spengeli-165598.wav,6,6,5292.739,277034.9,5859.375,3093.75
Forpus -Spengeli,Forpus-spengeli-165598.wav,7,7,4349.564,1302200,5812.5,1500
Forpus -Spengeli,Forpus-spengeli-165598.wav,8,8,3476.563,32885.74,3750,3281.25
Forpus -Spengeli,Forpus-spengeli-165598.wav,9,9,4495.151,372333.7,5578.125,3187.5
Forpus -Spengeli,Forpus-spengeli-165598.wav,10,10,4636.607,675254.8,6328.125,3046.875
Forpus -Spengeli,Forpus-spengeli-165598.wav,11,11,4985.795,533108,6328.125,3890.625
Forpus -Spengeli,Forpus-spengeli-165598.wav,12,12,5503.125,20434.57,5671.875,5343.75
Forpus -Spengeli,Forpus-spengeli-165598.wav,13,13,4145.508,135635.4,4546.875,3609.375
Forpus -Spengeli,Forpus-spengeli-165598.wav,14,14,5689.453,384338.4,6468.75,4921.875
Forpus -Spengeli,Forpus-spengeli-165598.wav,15,15,5372.48,280909.8,6375,4406.25
Forpus -Spengeli,Forpus-spengeli-165598.wav,16,16,2268.75,220385.7,3046.875,1875
Forpus -Spengeli,Forpus-spengeli-165598.wav,17,17,5156.25,447539.1,6515.625,3281.25
Forpus -Spengeli,Forpus-spengeli-165598.wav,18,18,4226.563,4532693,6843.75,1359.375
Forpus -Spengeli,Forpus-spengeli-165598.wav,19,19,4031.25,19461.5,4218.75,3843.75
Forpus -Spengeli,Forpus-spengeli-165598.wav,20,20,4751.116,175986.5,5671.875,4078.125
Forpus -Spengeli,Forpus-spengeli-165598.wav,21,21,5361.02,166555.3,5718.75,4359.375
Forpus -Spengeli,Forpus-spengeli-165598.wav,22,22,4802.885,240333.5,5578.125,3609.375
Forpus -Spengeli,Forpus-spengeli-165598.wav,23,23,5450.893,9271.978,5625,5296.875
Forpus -Spengeli,Forpus-spengeli-165598.wav,24,24,4830.357,322939.4,5953.125,3375
Forpus -Spengeli,Forpus-spengeli-165598.wav,25,25,5418.75,500873.2,6468.75,4218.75
Forpus -Spengeli,Forpus-spengeli-165598.wav,26,26,2268.75,13842.77,2390.625,2156.25
Forpus -Spengeli,Forpus-spengeli-165598.wav,27,27,4871.767,536739,6000,2671.875
Forpus -Spengeli,Forpus-spengeli-165598.wav,28,28,3988.636,5033.736,4031.25,3796.875
Forpus -Spengeli,Forpus-spengeli-165598.wav,29,29,5261.719,1038237,6562.5,3468.75
Forpus -Spengeli,Forpus-spengeli-165598.wav,30,30,4172.894,433739.2,4968.75,2296.875
Forpus -Spengeli,Forpus-spengeli-165598.wav,31,31,4404.871,638869.7,6046.875,3375
Forpus -Spengeli,Forpus-spengeli-165598.wav,32,32,1784.18,289037.9,2906.25,796.875
Forpus -Spengeli,Forpus-spengeli-165598.wav,33,33,4012.5,138769.5,4453.125,3609.375
Forpus -Spengeli,Forpus-spengeli-165598.wav,34,34,5383.929,258126.4,5906.25,4781.25
Forpus -Spengeli,Forpus-spengeli-165598.wav,35,35,5440.104,109726.8,5953.125,4640.625
Forpus -Spengeli,Forpus-spengeli-165598.wav,36,36,4269.886,790996.6,5250,2718.75
Forpus -Spengeli,Forpus-spengeli-165598.wav,37,37,5780.273,4898.071,5906.25,5625
Forpus -Spengeli,Forpus-spengeli-165598.wav,38,38,4569.01,875451.7,5437.5,2625
Forpus -Spengeli,Forpus-spengeli-165598.wav,39,39,4923.611,588610.5,5671.875,2906.25
Forpus -Spengeli,Forpus-spengeli-165598.wav,40,40,5136.418,717921,5953.125,3281.25
Forpus -Spengeli,Forpus-spengeli-165598.wav,41,41,3301.758,2179092,4921.875,1875
Forpus -Spengeli,Forpus-spengeli-165598.wav,42,42,5087.993,642627.2,6750,3375
Forpus -Spengeli,Forpus-spengeli-165598.wav,43,43,5327.206,402550,6468.75,4171.875
Forpus -Spengeli,Forpus-spengeli-165598.wav,44,44,3885.417,247357.5,4406.25,3187.5
Forpus -Spengeli,Forpus-spengeli-165598.wav,45,45,5352.273,387517.8,5906.25,4312.5
Forpus -Spengeli,Forpus-spengeli-165598.wav,46,46,4945.313,182592.8,5390.625,4359.375
Forpus -Spengeli,Forpus-spengeli-165598.wav,47,47,4538.603,47305.84,4687.5,4078.125
Forpus -Spengeli,Forpus-spengeli-165598.wav,48,48,5384.375,408021.8,6281.25,4687.5
Forpus -Spengeli,Forpus-spengeli-165598.wav,49,49,4989.583,638267.3,6093.75,4171.875
Forpus -Spengeli,Forpus-spengeli-165598.wav,50,50,5135.671,247856.9,5671.875,4171.875
Forpus -Spengeli,Forpus-spengeli-165598.wav,51,51,4638.725,2585757,7171.875,1453.125
Forpus -Spengeli,Forpus-spengeli-165598.wav,52,52,4481.25,247192.4,5296.875,3562.5
Forpus -Spengeli,Forpus-spengeli-165598.wav,53,53,5499.178,25647.62,5718.75,5250
Forpus -Spengeli,Forpus-spengeli-165598.wav,54,54,4251.563,49829.1,4546.875,3796.875
Forpus -Spengeli,Forpus-spengeli-165598.wav,55,55,5342.134,79177.33,5718.75,4828.125
Forpus -Spengeli,Forpus-spengeli-165598.wav,56,56,4131.392,613203.6,5437.5,3140.625
Forpus -Spengeli,Forpus-spengeli-165598.wav,57,57,5229.074,638479,6328.125,3421.875
Forpus -Spengeli,Forpus-spengeli-165598.wav,58,58,3140.625,39550.78,3281.25,2812.5
Forpus -Spengeli,Forpus-spengeli-165598.wav,59,59,5252.679,229025.2,5953.125,4453.125
Forpus -Spengeli,Forpus-spengeli-165598.wav,60,60,4862.97,564963.2,6796.875,3328.125
Forpus -Spengeli,Forpus-spengeli-165598.wav,61,61,5067.708,1077134,7078.125,3562.5
Forpus -Spengeli,Forpus-spengeli-165598.wav,62,62,4476.563,217991.9,5343.75,3562.5
